edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,sastisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring
32,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1235,Very High,High,2,Research Scientist,High,Single,4998,4,Yes,14,Excellent,Very High,0,10,2,8,0,7,59976,12235.104,0.08461538461538462
36,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1237,High,Low,3,Manufacturing Director,Low,Divorced,10252,2,Yes,21,Outstanding,High,1,17,2,7,7,7,123024,25835.039999999997,0.046153846153846156
33,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1238,Low,High,1,Research Scientist,High,Married,2781,0,No,13,Excellent,Medium,1,15,5,14,4,10,33372,6574.284000000001,0.038461538461538464
40,No,Travel_Rarely,Sales,10,College,Technical Degree,1239,Medium,Medium,2,Sales Executive,Medium,Divorced,6852,7,No,12,Excellent,Medium,1,7,2,5,1,3,82224,17267.04,0.015384615384615385
25,No,Travel_Rarely,Sales,10,Bachelor,Life Sciences,1240,High,High,2,Sales Executive,High,Single,4950,0,No,14,Excellent,Medium,0,5,4,4,1,1,59400,12117.599999999999,0.06153846153846154
30,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1241,Very High,High,1,Research Scientist,High,Married,3579,0,Yes,21,Outstanding,Low,1,12,2,11,5,7,42948,8460.756000000001,0.07692307692307693
42,No,Travel_Frequently,Research & Development,26,Bachelor,Medical,1242,Low,High,3,Research Director,High,Married,13191,3,Yes,17,Excellent,High,0,20,6,1,0,0,158292,33241.32,0.07692307692307693
35,No,Non-Travel,Sales,8,College,Marketing,1243,High,Medium,3,Sales Executive,Medium,Married,10377,4,Yes,11,Excellent,Medium,1,16,6,13,4,12,124524,26150.039999999997,0.13846153846153847
27,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1244,Low,High,1,Research Scientist,High,Married,2235,1,Yes,14,Excellent,Very High,2,9,3,9,6,8,26820,4318.02,0.2230769230769231
54,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1245,Very High,High,3,Manufacturing Director,High,Divorced,10502,7,No,17,Excellent,Low,1,33,2,5,1,4,126024,26465.039999999997,0.1076923076923077
44,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1246,Low,Very High,1,Research Scientist,Very High,Married,2011,1,No,13,Excellent,Very High,1,10,5,10,7,7,24132,3885.252,0.1076923076923077
19,Yes,Non-Travel,Research & Development,10,College,Medical,1248,Low,Medium,1,Research Scientist,Medium,Single,1859,1,Yes,25,Outstanding,Medium,0,1,2,1,0,0,22308,3591.588,0.8307692307692308
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1249,Low,High,1,Research Scientist,High,Divorced,3760,1,No,15,Excellent,Low,3,3,5,3,1,2,45120,8888.640000000001,0.05384615384615385
54,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1250,Very High,High,4,Research Director,High,Married,17779,3,No,14,Excellent,Low,0,36,2,10,0,9,213348,44803.08,0.03076923076923077
31,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,1251,High,High,2,Healthcare Representative,High,Married,6833,1,Yes,12,Excellent,Very High,0,6,2,6,0,1,81996,17219.16,0.06153846153846154
31,No,Travel_Rarely,Research & Development,24,College,Medical,1252,High,Medium,2,Healthcare Representative,Medium,Single,6812,1,No,19,Excellent,Medium,0,10,2,10,1,8,81744,17166.239999999998,0.023076923076923078
59,No,Travel_Rarely,Sales,3,College,Life Sciences,1254,High,Medium,2,Sales Executive,Medium,Single,5171,5,No,17,Excellent,Very High,0,13,2,6,0,5,62052,12658.607999999998,0.13076923076923078
43,No,Travel_Rarely,Research & Development,3,Below College,Life Sciences,1255,High,Low,5,Research Director,Low,Married,19740,3,No,14,Excellent,Medium,1,25,2,8,0,7,236880,49744.799999999996,0.015384615384615385
49,No,Travel_Rarely,Research & Development,4,College,Medical,1256,Low,Medium,5,Manager,Medium,Married,18711,2,No,13,Excellent,High,1,23,2,1,0,0,224532,47151.72,0.007692307692307693
36,No,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,1257,High,High,1,Research Scientist,High,Married,3692,1,No,12,Excellent,High,0,12,2,11,0,7,44304,8727.888,0.13846153846153847
48,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1258,Very High,Very High,1,Laboratory Technician,Very High,Single,2559,5,No,11,Excellent,High,0,7,4,1,0,0,30708,6049.476000000001,0.36923076923076925
27,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1259,Low,High,1,Research Scientist,High,Divorced,2517,1,No,11,Excellent,Medium,3,5,2,5,0,3,30204,5950.188,0.03076923076923077
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1260,High,High,2,Healthcare Representative,High,Divorced,6623,1,Yes,11,Excellent,Medium,2,6,2,6,1,0,79476,16689.96,0.038461538461538464
48,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1263,Very High,Medium,5,Research Director,Medium,Single,18265,6,No,12,Excellent,High,0,25,3,1,0,0,219180,46027.799999999996,0.05384615384615385
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1264,Very High,Medium,4,Research Director,Medium,Divorced,16124,3,No,14,Excellent,Medium,2,9,2,7,1,7,193488,40632.479999999996,0
34,No,Travel_Rarely,Research & Development,20,Master,Technical Degree,1265,High,Very High,1,Research Scientist,Very High,Married,2585,0,No,17,Excellent,Very High,0,2,5,1,0,0,31020,6110.9400000000005,0.13076923076923078
44,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1267,Medium,High,5,Manager,High,Married,18213,7,No,11,Excellent,High,1,26,5,22,3,10,218556,45896.759999999995,0.023076923076923078
33,No,Travel_Rarely,Sales,10,Master,Marketing,1268,Very High,Very High,3,Sales Executive,Very High,Divorced,8380,0,Yes,14,Excellent,Very High,2,10,3,9,0,8,100560,21117.6,0.023076923076923078
19,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1269,Medium,Very High,1,Research Scientist,Very High,Single,2994,1,Yes,12,Excellent,Very High,0,1,2,1,0,1,35928,7077.816000000001,0.23076923076923078
23,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1270,Very High,High,1,Research Scientist,High,Married,1223,1,No,22,Outstanding,Very High,1,1,2,1,0,1,14676,2362.8360000000002,0.2153846153846154
25,Yes,Travel_Frequently,Sales,24,Below College,Life Sciences,1273,High,Low,1,Sales Representative,Low,Single,1118,1,Yes,14,Excellent,Very High,0,1,4,1,1,0,13416,2159.976,0.9076923076923077
26,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1275,High,High,1,Research Scientist,High,Single,2875,1,Yes,20,Outstanding,Medium,0,8,2,8,2,2,34500,6796.5,0.1076923076923077
45,Yes,Travel_Rarely,Sales,2,Below College,Marketing,1277,Low,Low,5,Manager,Low,Single,18824,2,Yes,16,Excellent,Low,0,26,2,24,1,11,225888,47436.479999999996,0.7
55,No,Non-Travel,Research & Development,8,College,Medical,1278,Very High,Medium,4,Healthcare Representative,Medium,Divorced,13577,1,Yes,15,Excellent,Very High,1,34,3,33,15,0,162924,34214.04,0.06153846153846154
21,Yes,Travel_Frequently,Research & Development,10,College,Life Sciences,1279,Low,Medium,1,Laboratory Technician,High,Single,2625,1,No,20,Outstanding,High,0,2,2,2,2,2,31500,6205.5,0.36923076923076925
46,No,Travel_Rarely,Sales,4,College,Marketing,1280,Very High,Medium,5,Manager,Medium,Married,18789,2,No,14,Excellent,High,1,26,2,11,0,8,225468,47348.28,0.023076923076923078
34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1281,High,High,2,Sales Executive,High,Single,4538,0,Yes,12,Excellent,Very High,0,4,3,3,0,2,54456,11109.024,0.13076923076923078
51,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1282,Very High,High,5,Manager,High,Divorced,19847,4,Yes,24,Outstanding,Low,1,31,5,29,11,10,238164,50014.439999999995,0.11538461538461539
59,No,Travel_Rarely,Research & Development,18,Bachelor,Medical,1283,Very High,High,3,Manufacturing Director,High,Single,10512,6,No,12,Excellent,Very High,0,25,6,9,5,4,126144,26490.239999999998,0.06153846153846154
34,No,Travel_Frequently,Research & Development,19,Bachelor,Medical,1285,High,High,2,Laboratory Technician,High,Divorced,4444,4,No,13,Excellent,High,2,15,2,11,5,10,53328,10878.911999999998,0.03076923076923077
28,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1286,Very High,High,1,Laboratory Technician,High,Single,2154,0,Yes,11,Excellent,High,0,5,2,4,0,2,25848,4161.528,0.5461538461538461
44,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1288,High,Very High,5,Manager,Very High,Divorced,19190,1,No,14,Excellent,Very High,2,26,4,25,14,13,230280,48358.799999999996,0.015384615384615385
34,No,Travel_Frequently,Human Resources,11,College,Life Sciences,1289,High,Medium,2,Human Resources,Medium,Married,4490,4,No,11,Excellent,Very High,2,14,5,10,1,8,53880,10991.519999999999,0.1076923076923077
35,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1291,High,High,1,Research Scientist,High,Married,3506,0,Yes,14,Excellent,Very High,0,4,3,3,2,2,42072,8288.184000000001,0.07692307692307693
42,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1292,Medium,Very High,2,Research Scientist,Very High,Married,2372,6,Yes,16,Excellent,Very High,0,18,2,1,0,0,28464,4582.704,0.3230769230769231
43,No,Travel_Rarely,Sales,4,College,Marketing,1293,Very High,Medium,3,Sales Executive,Medium,Single,10231,3,No,14,Excellent,Very High,0,23,3,21,15,17,122772,25782.12,0.1076923076923077
36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1294,High,High,2,Manufacturing Director,High,Single,5410,9,Yes,11,Excellent,Very High,0,18,2,16,5,12,64920,13243.679999999998,0.1076923076923077
44,Yes,Travel_Rarely,Research & Development,15,Bachelor,Medical,1295,Low,High,3,Healthcare Representative,High,Married,7978,1,No,11,Excellent,Very High,1,10,2,10,0,5,95736,20104.559999999998,0.023076923076923078
28,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1296,Very High,Medium,1,Laboratory Technician,Medium,Married,3867,1,Yes,12,Excellent,Medium,1,2,2,2,2,2,46404,9141.588,0.43846153846153846
51,No,Travel_Frequently,Research & Development,6,College,Medical,1297,Medium,Medium,1,Laboratory Technician,Medium,Single,2838,0,No,14,Excellent,Medium,0,8,6,7,7,7,34056,6709.032,0.18461538461538463
30,No,Non-Travel,Research & Development,9,Bachelor,Medical,1298,High,High,2,Manufacturing Director,High,Single,4695,7,Yes,18,Excellent,High,0,10,3,8,1,7,56340,11493.359999999999,0.023076923076923078
29,Yes,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1299,Medium,High,1,Laboratory Technician,High,Divorced,3339,3,Yes,13,Excellent,Low,2,10,2,7,7,7,40068,7893.396000000001,0.7538461538461538
28,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1301,Very High,High,1,Research Scientist,High,Single,2080,2,No,11,Excellent,Medium,0,5,2,3,1,2,24960,4018.56,0.3230769230769231
25,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1303,Very High,High,1,Research Scientist,High,Single,2096,1,No,18,Excellent,Very High,0,2,3,2,2,1,25152,4049.472,0.046153846153846156
32,No,Travel_Rarely,Sales,8,Bachelor,Medical,1304,High,Very High,2,Sales Executive,Very High,Married,6209,1,No,15,Excellent,High,2,10,4,10,0,8,74508,15199.632,0.023076923076923078
45,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,1306,Medium,High,5,Manager,High,Single,18061,3,No,22,Outstanding,High,0,22,4,0,0,0,216732,45513.72,0.13846153846153847
39,No,Travel_Rarely,Research & Development,13,College,Medical,1307,High,Medium,4,Manager,Medium,Divorced,17123,6,Yes,13,Excellent,Very High,2,21,4,19,15,2,205476,43149.96,0.12307692307692308
58,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1308,Low,High,1,Research Scientist,High,Divorced,2372,1,No,12,Excellent,Very High,2,2,3,2,2,2,28464,4582.704,0.08461538461538462
32,Yes,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1309,Very High,High,2,Laboratory Technician,High,Married,4883,1,No,18,Excellent,Low,1,10,3,10,1,1,58596,11953.583999999999,0.046153846153846156
39,Yes,Travel_Rarely,Research & Development,23,Bachelor,Medical,1310,High,High,1,Research Scientist,High,Single,3904,0,No,13,Excellent,Low,0,6,2,5,0,3,46848,9229.056,0.6
30,No,Travel_Rarely,Research & Development,6,College,Technical Degree,1311,Low,Medium,2,Laboratory Technician,Medium,Married,4627,0,No,12,Excellent,Low,1,10,6,9,6,7,55524,11326.895999999999,0.09230769230769231
36,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,1312,Very High,High,3,Healthcare Representative,High,Married,7094,3,No,12,Excellent,Low,0,10,0,7,1,7,85128,17876.88,0.038461538461538464
46,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1314,Very High,High,1,Human Resources,High,Single,3423,6,No,12,Excellent,High,0,10,3,7,5,7,41076,8091.972000000001,0.023076923076923078
28,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1315,High,Low,2,Laboratory Technician,Low,Married,6674,0,No,11,Excellent,Low,3,10,6,9,7,5,80088,16818.48,0.07692307692307693
50,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1317,Very High,High,4,Research Director,High,Married,16880,4,Yes,11,Excellent,Medium,0,25,2,3,1,2,202560,42537.6,0.046153846153846156
40,Yes,Travel_Rarely,Sales,25,College,Marketing,1318,Very High,Medium,3,Sales Executive,Medium,Single,9094,2,Yes,12,Excellent,High,0,9,2,5,1,0,109128,22916.879999999997,0.7307692307692307
52,Yes,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1319,Medium,High,3,Sales Executive,High,Single,8446,9,Yes,19,Excellent,High,0,10,2,8,7,7,101352,21283.92,0.7461538461538462
30,No,Travel_Rarely,Research & Development,17,Bachelor,Medical,1321,Medium,High,3,Manager,High,Married,11916,1,Yes,23,Outstanding,Very High,2,9,2,9,0,8,142992,30028.32,0.08461538461538462
39,No,Travel_Rarely,Research & Development,18,Bachelor,Life Sciences,1322,Low,High,2,Manufacturing Director,High,Single,4534,0,No,11,Excellent,Low,0,9,6,8,1,7,54408,11099.232,0.038461538461538464
31,No,Non-Travel,Sales,2,Bachelor,Life Sciences,1324,Very High,High,3,Sales Executive,High,Divorced,9852,1,Yes,19,Excellent,Low,1,10,5,10,9,6,118224,24827.04,0.14615384615384616
41,No,Non-Travel,Sales,10,Below College,Medical,1329,High,Low,2,Sales Executive,Low,Single,6151,1,No,13,Excellent,Low,0,19,4,19,11,9,73812,15057.648,0.33076923076923076
31,Yes,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1331,Very High,High,1,Sales Representative,High,Single,2302,1,Yes,11,Excellent,Low,0,3,2,3,2,2,27624,4447.464,0.8538461538461538
44,Yes,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1333,Low,High,1,Laboratory Technician,High,Married,2362,4,No,12,Excellent,High,0,10,4,3,1,2,28344,4563.384,0.6153846153846154
42,No,Non-Travel,Research & Development,2,Bachelor,Life Sciences,1334,High,High,4,Manager,High,Married,17861,0,Yes,13,Excellent,Very High,0,21,3,20,2,10,214332,45009.72,0
55,No,Travel_Rarely,Research & Development,2,Below College,Medical,1336,Very High,Low,5,Manager,Low,Married,19187,4,No,14,Excellent,Very High,1,23,5,19,9,11,230244,48351.24,0.14615384615384616
56,No,Travel_Rarely,Human Resources,8,Bachelor,Life Sciences,1338,Very High,High,5,Manager,High,Single,19717,6,No,14,Excellent,Low,0,36,4,7,7,7,236604,49686.84,0.038461538461538464
40,No,Non-Travel,Research & Development,16,Bachelor,Life Sciences,1340,High,High,1,Research Scientist,High,Divorced,3544,9,No,16,Excellent,Medium,1,6,0,4,0,0,42528,8378.016,0.038461538461538464
34,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1344,Very High,High,3,Healthcare Representative,High,Divorced,8500,0,No,11,Excellent,Very High,1,10,0,9,1,6,102000,21420,0.046153846153846156
40,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1346,High,High,2,Research Scientist,High,Single,4661,1,No,13,Excellent,High,0,9,4,9,8,8,55932,11410.127999999999,0.007692307692307693
41,No,Travel_Frequently,Sales,1,Bachelor,Marketing,1349,High,High,2,Sales Executive,High,Divorced,4103,0,No,17,Excellent,Very High,1,10,2,9,1,7,49236,9699.492,0.007692307692307693
35,No,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,1350,High,High,2,Research Scientist,High,Single,4249,1,Yes,11,Excellent,Medium,0,9,3,9,1,1,50988,10401.552,0.16153846153846155
51,No,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,1352,High,High,4,Manager,High,Divorced,14026,1,Yes,11,Excellent,Medium,1,33,2,33,0,10,168312,35345.52,0.06153846153846154
38,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1355,Medium,High,2,Sales Executive,High,Divorced,6893,3,No,15,Excellent,Very High,1,11,3,7,1,7,82716,17370.36,0
34,No,Travel_Rarely,Sales,15,Bachelor,Medical,1356,High,High,2,Sales Executive,High,Single,6125,1,No,12,Excellent,Very High,0,10,6,10,9,6,73500,14993.999999999998,0.007692307692307693
25,No,Travel_Rarely,Research & Development,19,Bachelor,Medical,1358,Very High,High,1,Laboratory Technician,High,Married,3669,3,No,11,Excellent,High,3,7,6,3,1,2,44028,8673.516,0.05384615384615385
58,Yes,Travel_Rarely,Research & Development,7,College,Medical,1360,High,Medium,3,Manufacturing Director,Medium,Married,10008,7,Yes,14,Excellent,Very High,0,31,0,10,5,9,120096,25220.16,0.676923076923077
40,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1361,Medium,High,1,Laboratory Technician,High,Married,2387,3,No,22,Outstanding,High,1,7,3,4,0,3,28644,4611.684,0.023076923076923078
36,No,Travel_Frequently,Sales,7,Master,Marketing,1362,Low,Very High,2,Sales Executive,Very High,Married,4639,2,No,16,Excellent,Very High,1,17,2,15,6,13,55668,11356.271999999999,0
48,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1363,Very High,High,3,Manufacturing Director,High,Single,7898,1,No,11,Excellent,High,0,11,2,10,0,8,94776,19902.96,0.007692307692307693
27,No,Travel_Rarely,Sales,11,Bachelor,Medical,1364,High,Very High,1,Sales Representative,Very High,Married,2534,8,No,14,Excellent,Medium,1,5,4,1,0,0,30408,5990.376,0.11538461538461539
51,No,Travel_Rarely,Research & Development,11,College,Technical Degree,1367,Very High,Medium,4,Manufacturing Director,Medium,Single,13142,3,No,16,Excellent,Medium,0,29,1,5,0,3,157704,33117.84,0.06153846153846154
18,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1368,Very High,High,1,Laboratory Technician,High,Single,1611,1,No,15,Excellent,High,0,0,5,0,0,0,19332,3112.452,0.14615384615384616
35,No,Travel_Rarely,Research & Development,1,College,Medical,1369,Very High,Medium,2,Laboratory Technician,Medium,Married,5363,0,No,12,Excellent,Medium,1,10,0,9,0,0,64356,13128.624,0.03076923076923077
27,No,Travel_Frequently,Sales,2,Below College,Life Sciences,1371,Very High,Low,2,Sales Executive,Low,Single,5071,3,No,20,Outstanding,Medium,0,8,3,6,0,0,60852,12413.807999999999,0.06923076923076923
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1372,Low,Very High,4,Sales Executive,Very High,Single,13695,6,Yes,17,Excellent,High,0,24,2,19,3,8,164340,34511.4,0.4
56,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1373,Very High,High,4,Manufacturing Director,High,Married,13402,4,Yes,12,Excellent,Low,1,33,0,19,15,9,160824,33773.04,0.07692307692307693
34,No,Non-Travel,Research & Development,26,College,Technical Degree,1374,Low,Medium,1,Research Scientist,Medium,Divorced,2029,1,No,20,Outstanding,High,3,5,2,5,0,0,24348,3920.0280000000002,0.09230769230769231
40,No,Travel_Rarely,Research & Development,2,Master,Medical,1375,Medium,Very High,2,Healthcare Representative,Very High,Divorced,6377,5,No,20,Outstanding,Medium,3,15,0,12,11,8,76524,16070.039999999999,0.14615384615384616
